Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,Yes,Travel_Frequently,482,Research & Development,23,1,Life Sciences,1,7713,4,Female,96,1,1,Laboratory Technician,2,Divorced,19790,16151,6,Y,Yes,17,4,3,80,1,29,5,2,36,2,8,7
32,No,Travel_Frequently,611,Sales,25,4,Technical Degree,1,7714,1,Male,98,4,2,Manufacturing Director,2,Single,15032,12775,7,Y,Yes,18,3,4,80,2,27,6,4,0,11,5,1
30,No,Non-Travel,1148,Research & Development,11,1,Marketing,1,7715,3,Male,54,2,1,Human Resources,2,Single,16895,24298,4,Y,Yes,20,3,4,80,2,4,4,3,18,3,11,4
23,Yes,Non-Travel,1394,Research & Development,28,3,Marketing,1,7716,1,Female,40,4,3,Research Director,4,Single,9713,13605,0,Y,No,23,4,2,80,2,27,2,4,18,10,4,4
48,Yes,Travel_Rarely,999,Research & Development,18,2,Medical,1,7717,4,Female,51,3,2,Healthcare Representative,3,Single,16764,18934,2,Y,No,12,4,2,80,1,23,5,1,32,16,4,5
25,Yes,Non-Travel,175,Research & Development,18,1,Medical,1,7718,3,Female,57,1,5,Sales Representative,2,Single,13834,16616,1,Y,Yes,25,4,2,80,2,12,5,2,24,17,0,6
27,No,Non-Travel,1139,Research & Development,16,3,Human Resources,1,7719,2,Female,30,3,4,Laboratory Technician,1,Married,14569,20265,7,Y,Yes,14,3,2,80,0,1,4,1,15,4,4,17
58,No,Non-Travel,890,Research & Development,29,1,Life Sciences,1,7720,2,Male,44,1,3,Research Director,2,Divorced,19714,16880,8,Y,Yes,24,3,2,80,2,12,1,1,18,3,12,13
44,Yes,Travel_Frequently,1380,Sales,24,1,Medical,1,7721,4,Male,92,1,1,Sales Representative,2,Divorced,10493,3499,7,Y,No,25,4,1,80,1,20,0,1,16,1,11,2
21,No,Non-Travel,557,Sales,27,5,Technical Degree,1,7722,4,Male,88,2,2,Research Scientist,3,Single,19218,21128,7,Y,No,11,3,3,80,0,35,4,1,6,6,7,16
34,Yes,Travel_Rarely,537,Research & Development,9,3,Human Resources,1,7723,3,Female,81,3,5,Sales Representative,1,Divorced,14806,23529,9,Y,Yes,22,4,2,80,2,34,4,4,39,7,13,1
53,No,Travel_Rarely,1240,Human Resources,6,2,Medical,1,7724,4,Male,69,4,3,Sales Executive,3,Single,16715,13812,7,Y,Yes,15,4,3,80,3,13,0,4,33,12,7,3
35,No,Non-Travel,716,Sales,8,5,Medical,1,7725,4,Male,51,1,2,Human Resources,2,Married,14914,16075,9,Y,No,14,3,4,80,3,1,1,1,21,7,4,12
36,Yes,Travel_Frequently,1091,Sales,21,1,Medical,1,7726,1,Female,83,4,2,Healthcare Representative,2,Married,19407,26969,7,Y,No,24,4,2,80,1,15,0,3,34,17,3,8
43,Yes,Non-Travel,424,Human Resources,23,5,Life Sciences,1,7727,3,Female,34,1,1,Research Scientist,1,Divorced,8244,5702,0,Y,No,18,3,2,80,0,7,5,4,14,5,7,8
24,No,Travel_Rarely,1497,Human Resources,5,3,Other,1,7728,4,Female,92,4,5,Sales Representative,3,Divorced,1352,12336,3,Y,No,20,4,3,80,3,39,2,1,19,5,3,1
40,Yes,Travel_Frequently,778,Human Resources,22,4,Other,1,7729,2,Female,51,1,5,Sales Executive,1,Married,8499,18323,1,Y,No,14,3,3,80,0,38,4,3,5,0,14,0
23,No,Travel_Rarely,762,Research & Development,3,4,Human Resources,1,7730,3,Male,95,1,2,Human Resources,3,Married,19575,8006,4,Y,No,21,3,1,80,2,11,6,3,9,17,4,13
60,No,Travel_Frequently,1128,Research & Development,20,4,Marketing,1,7731,2,Male,52,3,4,Sales Representative,1,Single,18271,22657,8,Y,No,13,4,1,80,3,5,3,2,16,9,2,15
56,No,Travel_Frequently,1107,Research & Development,3,5,Human Resources,1,7732,4,Male,65,2,2,Research Director,1,Married,3867,14045,6,Y,No,21,4,2,80,2,39,0,2,31,17,10,6
31,No,Non-Travel,111,Sales,22,4,Human Resources,1,7733,1,Female,69,3,3,Research Director,1,Single,11843,4221,0,Y,Yes,11,4,2,80,1,7,3,1,7,5,6,17
32,Yes,Travel_Rarely,285,Human Resources,29,5,Marketing,1,7734,3,Female,81,3,2,Research Director,1,Divorced,5155,4851,3,Y,Yes,18,3,3,80,2,22,0,4,40,4,2,17
39,Yes,Travel_Rarely,138,Sales,26,5,Human Resources,1,7735,3,Male,56,4,4,Human Resources,2,Single,4714,17275,8,Y,Yes,22,3,3,80,1,5,1,3,18,9,12,13
55,Yes,Travel_Rarely,1226,Sales,16,3,Human Resources,1,7736,2,Male,47,4,4,Human Resources,4,Single,2386,25970,2,Y,Yes,19,4,2,80,0,6,5,4,37,3,7,1
50,Yes,Travel_Rarely,1267,Human Resources,25,5,Other,1,7737,1,Female,96,4,5,Sales Representative,1,Single,3859,19430,6,Y,Yes,22,3,3,80,2,5,2,2,35,15,3,2
26,No,Non-Travel,299,Human Resources,9,5,Medical,1,7738,3,Male,53,1,4,Human Resources,3,Married,12858,25504,7,Y,Yes,23,3,3,80,2,23,4,3,4,18,11,17
23,No,Travel_Rarely,1128,Research & Development,22,1,Medical,1,7739,1,Male,80,3,2,Manufacturing Director,1,Single,13645,13661,7,Y,No,20,3,2,80,0,2,6,4,14,3,7,16
37,Yes,Non-Travel,463,Research & Development,2,5,Medical,1,7740,1,Female,70,4,1,Laboratory Technician,4,Married,10539,18962,6,Y,No,22,4,2,80,2,32,1,3,30,12,1,8
45,No,Travel_Frequently,170,Human Resources,14,1,Marketing,1,7741,1,Female,76,4,2,Manager,3,Single,18455,8910,0,Y,No,14,3,1,80,2,31,3,1,15,16,13,9
54,Yes,Non-Travel,655,Research & Development,8,2,Life Sciences,1,7742,4,Female,32,3,3,Research Scientist,1,Married,5197,6406,1,Y,Yes,14,4,3,80,1,8,5,3,14,7,1,4
24,Yes,Travel_Rarely,340,Sales,12,1,Marketing,1,7743,4,Male,86,3,2,Manager,3,Divorced,5853,25796,1,Y,No,14,4,3,80,1,21,2,3,37,4,14,17
33,No,Travel_Rarely,189,Human Resources,25,1,Marketing,1,7744,1,Male,77,2,4,Laboratory Technician,1,Married,11019,12642,6,Y,No,17,3,1,80,2,1,4,4,33,2,7,5
21,Yes,Non-Travel,850,Research & Development,10,3,Life Sciences,1,7745,2,Female,61,4,1,Manager,1,Single,19200,2674,6,Y,Yes,15,3,1,80,0,40,6,3,10,16,14,16
56,Yes,Travel_Rarely,1473,Sales,2,3,Technical Degree,1,7746,3,Male,49,2,4,Research Director,4,Divorced,8065,22586,0,Y,Yes,22,4,2,80,3,34,6,4,24,18,1,0
26,Yes,Travel_Frequently,274,Sales,4,4,Human Resources,1,7747,4,Male,89,3,5,Laboratory Technician,1,Single,4435,16493,0,Y,Yes,15,3,2,80,1,29,6,1,26,15,4,1
35,Yes,Non-Travel,482,Sales,12,1,Technical Degree,1,7748,1,Female,34,1,1,Research Scientist,3,Single,16898,18104,3,Y,No,12,3,1,80,3,34,1,4,17,14,2,14
54,No,Travel_Rarely,541,Sales,13,4,Human Resources,1,7749,3,Female,33,4,3,Laboratory Technician,3,Single,19395,18427,4,Y,No,17,3,1,80,2,38,2,3,24,9,13,1
40,Yes,Travel_Rarely,1302,Sales,18,4,Human Resources,1,7750,3,Female,36,1,5,Healthcare Representative,1,Divorced,2171,20515,4,Y,No,19,3,1,80,0,3,0,1,30,10,15,13
55,No,Travel_Rarely,1359,Research & Development,9,2,Medical,1,7751,4,Male,88,2,3,Manufacturing Director,2,Single,5107,19037,4,Y,No,22,4,4,80,2,19,5,4,34,8,0,13
29,Yes,Travel_Frequently,1431,Research & Development,19,3,Human Resources,1,7752,2,Female,91,2,5,Research Director,4,Divorced,19273,23360,8,Y,No,16,3,4,80,0,31,6,3,1,6,6,7
48,Yes,Travel_Rarely,1060,Sales,15,2,Technical Degree,1,7753,3,Female,75,1,4,Manager,4,Divorced,14693,21270,2,Y,Yes,24,4,2,80,2,5,1,4,33,13,14,14
55,No,Travel_Rarely,560,Research & Development,18,2,Life Sciences,1,7754,4,Female,92,4,1,Manufacturing Director,3,Divorced,17237,26532,2,Y,No,11,4,4,80,2,4,2,4,12,11,8,12
58,No,Non-Travel,1152,Sales,11,2,Human Resources,1,7755,2,Female,92,4,3,Sales Representative,4,Married,11761,24724,2,Y,No,15,4,2,80,0,19,6,2,15,18,3,9
33,No,Non-Travel,130,Sales,18,4,Life Sciences,1,7756,1,Male,35,3,3,Laboratory Technician,4,Single,8888,15720,1,Y,No,11,4,3,80,1,21,6,1,25,3,14,11
51,No,Travel_Frequently,1008,Human Resources,25,3,Marketing,1,7757,3,Male,73,3,2,Healthcare Representative,2,Divorced,7328,11470,0,Y,Yes,24,4,3,80,1,16,4,3,5,10,8,9
54,Yes,Non-Travel,611,Research & Development,8,5,Life Sciences,1,7758,2,Female,80,3,2,Human Resources,3,Married,6681,4668,4,Y,Yes,20,4,1,80,2,38,5,2,0,5,13,4
37,No,Non-Travel,632,Research & Development,27,2,Marketing,1,7759,1,Male,97,3,5,Human Resources,4,Married,19633,24197,1,Y,Yes,15,3,3,80,0,21,1,1,3,7,13,17
36,No,Travel_Frequently,868,Sales,18,1,Marketing,1,7760,4,Male,50,1,3,Manufacturing Director,4,Single,13983,13362,0,Y,Yes,24,4,3,80,2,20,1,3,36,10,7,16
58,No,Travel_Rarely,872,Research & Development,8,1,Human Resources,1,7761,4,Male,55,1,1,Sales Executive,3,Single,12812,14296,1,Y,No,20,3,3,80,0,0,3,3,6,9,5,7
57,Yes,Travel_Rarely,1335,Sales,4,5,Technical Degree,1,7762,3,Male,44,2,4,Research Scientist,4,Divorced,4463,11803,1,Y,Yes,20,4,4,80,3,37,6,3,22,0,15,17
38,No,Non-Travel,258,Human Resources,28,3,Life Sciences,1,7763,3,Female,100,1,1,Sales Executive,3,Single,18037,23877,7,Y,Yes,20,3,3,80,0,31,3,4,0,5,5,11
44,Yes,Travel_Rarely,763,Sales,10,4,Human Resources,1,7764,4,Male,95,3,3,Human Resources,4,Married,6087,9638,2,Y,Yes,17,4,1,80,2,33,6,1,29,5,10,11
50,No,Non-Travel,731,Sales,7,2,Human Resources,1,7765,4,Male,40,3,2,Sales Executive,1,Divorced,5232,15501,4,Y,Yes,19,4,3,80,0,3,1,2,20,10,0,10
31,No,Non-Travel,689,Human Resources,8,3,Other,1,7766,3,Female,76,3,5,Healthcare Representative,1,Single,16121,13348,4,Y,Yes,12,3,3,80,1,5,0,2,6,8,15,14
29,Yes,Travel_Frequently,714,Research & Development,2,2,Life Sciences,1,7767,1,Male,74,3,1,Research Scientist,2,Married,10970,9102,9,Y,No,13,4,4,80,2,40,2,3,21,13,6,5
59,Yes,Travel_Rarely,275,Research & Development,10,4,Human Resources,1,7768,4,Female,64,4,4,Manager,3,Divorced,5968,26324,1,Y,No,24,4,4,80,1,33,5,1,27,6,10,6
59,No,Non-Travel,1183,Human Resources,6,1,Technical Degree,1,7769,2,Male,54,1,5,Laboratory Technician,4,Divorced,9021,21854,4,Y,No,13,4,3,80,2,39,6,1,25,0,5,10
23,Yes,Travel_Frequently,1061,Human Resources,9,3,Marketing,1,7770,4,Female,97,4,5,Human Resources,2,Single,11512,16307,0,Y,Yes,22,4,2,80,1,11,6,2,16,18,14,4
29,No,Non-Travel,1127,Human Resources,5,2,Other,1,7771,1,Female,76,3,3,Research Scientist,3,Single,9808,20090,2,Y,Yes,15,4,1,80,0,40,0,2,29,5,8,17
59,Yes,Non-Travel,316,Research & Development,22,1,Other,1,7772,2,Female,95,2,1,Human Resources,3,Married,8620,3140,7,Y,Yes,19,3,1,80,1,2,0,1,29,17,9,6
60,No,Non-Travel,677,Research & Development,12,2,Marketing,1,7773,2,Female,84,2,3,Research Scientist,2,Married,14291,7126,0,Y,No,23,3,4,80,1,31,6,4,20,3,15,1
33,Yes,Travel_Rarely,732,Human Resources,6,3,Marketing,1,7774,4,Male,47,2,5,Research Scientist,3,Married,8604,21139,9,Y,Yes,16,3,3,80,3,40,0,2,36,5,4,14
45,No,Non-Travel,819,Research & Development,7,1,Technical Degree,1,7775,4,Female,69,4,4,Laboratory Technician,1,Single,14264,12718,6,Y,No,14,4,2,80,0,0,4,2,10,16,10,8
19,Yes,Travel_Rarely,120,Research & Development,28,4,Other,1,7776,4,Female,53,4,4,Sales Executive,2,Single,8974,16065,2,Y,Yes,15,3,4,80,3,40,6,3,2,6,9,5
46,Yes,Travel_Frequently,111,Sales,4,4,Technical Degree,1,7777,2,Female,94,3,1,Sales Representative,1,Divorced,10546,21330,4,Y,No,15,3,2,80,1,37,6,3,37,4,5,6
38,Yes,Travel_Frequently,1415,Research & Development,20,3,Medical,1,7778,1,Male,91,4,5,Human Resources,3,Married,18807,5031,7,Y,No,25,3,1,80,0,0,0,1,30,18,15,12
26,Yes,Travel_Rarely,975,Human Resources,11,5,Other,1,7779,2,Female,64,1,5,Manager,1,Married,13596,21567,9,Y,No,14,3,1,80,1,32,6,1,7,5,8,13
46,No,Travel_Frequently,1084,Research & Development,1,3,Technical Degree,1,7780,2,Male,86,3,3,Laboratory Technician,3,Divorced,16951,12200,5,Y,Yes,21,4,1,80,1,8,3,4,8,5,13,15
36,No,Travel_Rarely,1349,Human Resources,19,4,Life Sciences,1,7781,2,Female,62,3,3,Research Scientist,1,Divorced,14251,12321,9,Y,Yes,14,4,3,80,1,21,6,2,29,13,10,9
26,No,Non-Travel,711,Human Resources,22,3,Technical Degree,1,7782,2,Female,76,1,1,Healthcare Representative,1,Divorced,5324,21224,9,Y,Yes,14,3,3,80,1,7,4,2,4,17,0,17
32,Yes,Non-Travel,153,Human Resources,7,2,Other,1,7783,2,Female,41,4,3,Healthcare Representative,1,Divorced,8318,21113,0,Y,Yes,23,3,2,80,1,17,3,3,23,13,2,4
41,No,Travel_Rarely,961,Sales,9,1,Technical Degree,1,7784,1,Male,79,3,3,Manager,3,Divorced,14180,3638,8,Y,Yes,16,3,4,80,1,37,0,4,25,5,14,0
54,Yes,Travel_Frequently,129,Sales,5,3,Medical,1,7785,4,Male,76,2,4,Laboratory Technician,2,Single,13591,12461,1,Y,Yes,15,3,2,80,3,12,4,3,36,10,13,7
48,Yes,Travel_Rarely,469,Research & Development,3,2,Human Resources,1,7786,2,Male,80,3,4,Sales Executive,4,Divorced,9073,14503,8,Y,Yes,18,3,4,80,0,16,4,1,19,4,7,0
47,No,Travel_Frequently,794,Sales,18,1,Human Resources,1,7787,1,Male,62,4,3,Manager,2,Divorced,6650,22059,3,Y,Yes,14,4,1,80,0,17,6,1,26,14,9,13
22,No,Travel_Rarely,1022,Human Resources,18,4,Medical,1,7788,2,Female,34,1,2,Sales Representative,1,Divorced,7857,12182,5,Y,Yes,23,3,4,80,0,5,1,3,33,18,11,1
56,Yes,Non-Travel,636,Sales,24,5,Human Resources,1,7789,2,Female,45,3,5,Sales Representative,3,Divorced,5487,2130,0,Y,Yes,21,4,2,80,0,3,6,2,15,4,0,1
23,No,Non-Travel,285,Research & Development,17,4,Other,1,7790,3,Male,75,3,3,Sales Representative,3,Divorced,16855,13650,6,Y,Yes,16,4,3,80,2,5,4,4,12,3,6,8
53,Yes,Non-Travel,1209,Human Resources,1,3,Marketing,1,7791,3,Male,76,2,4,Research Scientist,1,Single,3952,13340,8,Y,Yes,25,4,4,80,3,23,6,4,8,17,0,8
39,Yes,Travel_Frequently,1261,Research & Development,22,1,Life Sciences,1,7792,1,Female,36,3,5,Laboratory Technician,2,Divorced,10476,20628,0,Y,Yes,15,4,3,80,0,24,5,2,0,10,11,0
38,Yes,Travel_Rarely,840,Sales,20,3,Marketing,1,7793,2,Female,30,4,2,Research Scientist,4,Single,4761,21576,6,Y,No,15,3,1,80,1,38,3,4,3,11,15,6
23,No,Travel_Frequently,484,Human Resources,28,3,Medical,1,7794,2,Female,32,3,3,Sales Executive,3,Married,15820,23728,3,Y,Yes,16,4,1,80,1,6,2,4,35,2,0,13
52,Yes,Travel_Frequently,1499,Sales,22,1,Other,1,7795,1,Male,56,4,2,Sales Executive,3,Married,14087,18676,7,Y,Yes,20,3,1,80,3,7,2,1,9,11,12,13
45,Yes,Travel_Rarely,124,Human Resources,3,4,Technical Degree,1,7796,2,Female,53,3,2,Human Resources,3,Single,13046,24628,0,Y,No,17,3,2,80,3,32,5,1,21,17,15,3
33,No,Travel_Frequently,1270,Human Resources,21,1,Human Resources,1,7797,2,Female,94,3,4,Laboratory Technician,4,Single,8271,17931,1,Y,Yes,25,3,4,80,1,32,3,2,35,17,0,11
25,Yes,Travel_Frequently,730,Research & Development,25,4,Marketing,1,7798,4,Female,82,2,4,Sales Executive,2,Single,17236,25270,3,Y,No,11,4,4,80,1,34,0,1,0,18,2,17
56,No,Travel_Frequently,640,Human Resources,13,3,Other,1,7799,1,Male,97,4,3,Sales Representative,4,Married,6521,4522,3,Y,No,16,4,4,80,3,11,0,3,10,5,2,14
55,Yes,Non-Travel,1065,Sales,24,1,Life Sciences,1,7800,1,Female,76,3,4,Sales Representative,2,Divorced,10230,3405,3,Y,Yes,17,4,1,80,3,25,5,4,16,17,11,10
43,No,Non-Travel,1427,Human Resources,25,3,Technical Degree,1,7801,3,Male,76,2,1,Healthcare Representative,2,Single,3230,7093,1,Y,Yes,22,3,3,80,0,6,5,1,7,4,5,0
47,Yes,Travel_Rarely,113,Sales,11,5,Marketing,1,7802,3,Female,62,1,5,Healthcare Representative,2,Divorced,9708,17185,7,Y,No,18,3,1,80,3,29,6,4,1,14,6,5
58,Yes,Travel_Rarely,1320,Human Resources,29,4,Technical Degree,1,7803,3,Female,87,1,5,Research Scientist,3,Divorced,10326,7244,9,Y,Yes,21,3,4,80,3,26,2,1,22,5,0,5
56,Yes,Travel_Rarely,418,Research & Development,9,2,Technical Degree,1,7804,3,Female,100,2,1,Research Director,3,Married,16125,26700,9,Y,Yes,18,3,1,80,3,31,2,3,1,7,6,3
28,Yes,Travel_Rarely,1388,Sales,12,4,Technical Degree,1,7805,3,Male,60,4,4,Sales Executive,3,Married,8666,3626,1,Y,No,16,3,3,80,0,4,2,4,38,15,6,9
20,Yes,Non-Travel,821,Human Resources,20,2,Technical Degree,1,7806,1,Male,72,1,1,Research Scientist,1,Divorced,19289,10741,9,Y,No,21,4,3,80,2,28,2,1,32,13,9,2
35,Yes,Travel_Frequently,392,Sales,5,3,Other,1,7807,1,Female,71,2,2,Manager,4,Single,9738,23036,7,Y,No,13,4,4,80,0,12,4,1,22,6,10,6
29,Yes,Non-Travel,466,Research & Development,14,2,Human Resources,1,7808,4,Male,77,2,3,Human Resources,1,Divorced,18310,17994,3,Y,No,15,3,3,80,1,20,1,4,16,2,1,3
54,Yes,Non-Travel,521,Research & Development,17,1,Human Resources,1,7809,3,Female,61,1,5,Sales Executive,3,Single,3526,8526,5,Y,Yes,12,3,4,80,1,24,2,1,6,6,1,6
43,No,Travel_Rarely,1472,Human Resources,26,2,Technical Degree,1,7810,3,Female,70,3,3,Research Director,2,Divorced,7857,25914,4,Y,Yes,25,3,3,80,3,40,1,2,23,15,6,13
45,Yes,Travel_Frequently,1488,Research & Development,20,1,Marketing,1,7811,1,Male,33,1,2,Human Resources,2,Single,12804,16888,3,Y,Yes,21,3,2,80,1,17,2,3,20,9,7,16
21,No,Non-Travel,276,Research & Development,24,1,Other,1,7812,1,Male,38,4,2,Sales Executive,4,Divorced,19299,19878,2,Y,Yes,12,3,2,80,0,1,3,1,27,13,5,12
24,Yes,Travel_Frequently,144,Sales,26,4,Other,1,7813,4,Male,84,1,5,Human Resources,3,Divorced,9758,26075,8,Y,Yes,19,4,4,80,1,3,6,2,9,6,0,3
27,Yes,Non-Travel,1282,Human Resources,14,1,Life Sciences,1,7814,2,Female,37,2,5,Research Director,1,Single,11660,17512,6,Y,No,16,4,1,80,2,10,3,4,34,11,0,10
54,Yes,Travel_Rarely,273,Human Resources,25,5,Life Sciences,1,7815,3,Male,48,4,4,Healthcare Representative,3,Divorced,7475,7409,0,Y,Yes,17,3,1,80,0,22,4,3,16,14,10,14
31,No,Travel_Frequently,406,Sales,11,5,Marketing,1,7816,2,Female,49,1,5,Human Resources,1,Divorced,6806,21663,6,Y,No,25,4,2,80,2,31,5,4,6,18,8,6
44,No,Travel_Frequently,1238,Research & Development,1,1,Life Sciences,1,7817,3,Male,85,1,5,Human Resources,2,Single,4522,5219,7,Y,Yes,24,4,1,80,3,25,1,1,34,9,12,6
32,No,Travel_Frequently,1145,Research & Development,16,4,Marketing,1,7818,3,Female,57,4,5,Manager,4,Married,3432,10508,3,Y,Yes,21,4,3,80,1,21,3,3,28,15,3,12
33,Yes,Travel_Frequently,956,Human Resources,2,3,Life Sciences,1,7819,3,Female,35,4,4,Human Resources,3,Married,10655,4816,0,Y,No,14,3,4,80,3,35,0,3,31,3,9,3
40,Yes,Travel_Frequently,1408,Research & Development,14,5,Marketing,1,7820,3,Female,59,3,1,Manufacturing Director,4,Married,12960,5280,6,Y,Yes,21,4,3,80,2,10,0,2,30,10,11,2
29,Yes,Travel_Rarely,1425,Human Resources,9,3,Technical Degree,1,7821,1,Male,58,3,2,Manufacturing Director,1,Single,4243,18308,3,Y,No,25,4,1,80,2,22,0,3,29,18,10,15
56,Yes,Travel_Frequently,1490,Sales,5,1,Medical,1,7822,3,Male,49,1,2,Laboratory Technician,1,Divorced,3030,20437,9,Y,No,19,4,2,80,2,29,0,4,7,16,13,2
18,Yes,Travel_Frequently,124,Human Resources,3,1,Marketing,1,7823,3,Female,84,2,1,Manufacturing Director,2,Married,18154,4205,2,Y,Yes,25,3,3,80,2,28,4,1,6,5,8,2
54,No,Travel_Rarely,1026,Research & Development,7,2,Marketing,1,7824,4,Male,40,3,2,Manufacturing Director,3,Divorced,10172,26480,2,Y,No,21,3,3,80,3,17,1,2,26,13,5,9
41,Yes,Non-Travel,1112,Sales,16,1,Other,1,7825,4,Female,83,2,1,Research Director,3,Single,11520,26303,8,Y,No,24,4,2,80,2,37,0,4,11,11,2,13
46,Yes,Travel_Rarely,1168,Research & Development,19,5,Other,1,7826,2,Male,50,4,1,Sales Representative,2,Divorced,12983,10377,2,Y,No,12,4,1,80,1,4,2,2,30,4,15,2
23,No,Non-Travel,1255,Human Resources,25,2,Other,1,7827,2,Female,36,2,2,Human Resources,1,Married,9053,26685,1,Y,Yes,22,3,3,80,2,4,3,4,16,4,3,15
39,No,Non-Travel,467,Human Resources,12,3,Human Resources,1,7828,3,Female,46,1,5,Manager,1,Married,16735,19603,0,Y,No,17,3,4,80,3,35,2,2,4,17,9,5
45,Yes,Travel_Frequently,478,Human Resources,25,2,Human Resources,1,7829,3,Male,58,4,2,Laboratory Technician,1,Divorced,2539,14415,9,Y,Yes,21,3,4,80,3,33,6,3,13,11,11,16
31,Yes,Travel_Frequently,1064,Human Resources,21,2,Other,1,7830,3,Female,93,4,1,Laboratory Technician,1,Divorced,5929,2888,6,Y,Yes,18,3,3,80,2,34,2,4,33,9,8,14
37,Yes,Travel_Frequently,1373,Human Resources,2,2,Human Resources,1,7831,4,Male,34,2,5,Research Director,4,Single,9883,12212,0,Y,Yes,18,4,2,80,2,6,3,3,36,14,12,0
42,Yes,Travel_Frequently,600,Research & Development,8,3,Technical Degree,1,7832,2,Male,99,4,4,Research Director,1,Divorced,17688,12736,7,Y,No,24,4,3,80,1,6,1,3,12,7,15,9
25,Yes,Travel_Frequently,344,Research & Development,28,3,Technical Degree,1,7833,2,Male,64,1,4,Healthcare Representative,3,Divorced,3827,12802,0,Y,No,24,3,2,80,3,24,5,2,3,15,2,12
40,No,Non-Travel,130,Human Resources,27,2,Marketing,1,7834,2,Male,81,3,4,Laboratory Technician,4,Single,19726,17590,9,Y,Yes,12,4,4,80,1,21,3,1,30,13,2,17
24,No,Travel_Frequently,791,Human Resources,12,2,Marketing,1,7835,1,Female,88,4,3,Laboratory Technician,1,Married,5844,4540,4,Y,Yes,17,3,3,80,3,7,4,4,13,11,10,3
24,No,Non-Travel,1103,Human Resources,3,2,Marketing,1,7836,3,Female,52,3,5,Sales Executive,1,Single,2157,19206,1,Y,Yes,16,3,3,80,3,15,6,1,31,5,12,9
52,Yes,Travel_Rarely,1200,Human Resources,4,4,Technical Degree,1,7837,3,Female,36,3,4,Healthcare Representative,3,Married,7369,4377,0,Y,Yes,23,3,1,80,1,38,4,2,12,14,13,3
23,No,Travel_Rarely,230,Human Resources,13,4,Human Resources,1,7838,1,Male,76,1,4,Human Resources,3,Divorced,18793,7843,5,Y,Yes,15,4,3,80,1,33,4,1,26,4,15,1
36,No,Non-Travel,193,Research & Development,28,3,Life Sciences,1,7839,2,Female,61,1,5,Healthcare Representative,1,Divorced,8498,14130,1,Y,No,15,3,3,80,2,14,3,2,17,15,9,5
44,No,Travel_Frequently,393,Research & Development,19,2,Human Resources,1,7840,4,Male,40,1,3,Research Scientist,3,Divorced,13751,23302,1,Y,No,14,3,4,80,2,2,3,1,37,1,2,9
27,No,Travel_Frequently,1093,Sales,3,3,Life Sciences,1,7841,3,Female,100,2,4,Sales Representative,2,Single,3990,20796,7,Y,No,11,3,3,80,1,1,3,3,36,10,5,16
51,No,Travel_Frequently,663,Research & Development,23,5,Medical,1,7842,1,Male,100,1,3,Manager,3,Divorced,4996,15184,0,Y,Yes,12,3,3,80,0,9,3,4,4,18,6,3
36,No,Travel_Frequently,450,Research & Development,6,3,Other,1,7843,1,Female,68,1,4,Manufacturing Director,2,Married,1191,24733,2,Y,No,19,4,4,80,2,33,1,3,6,14,5,16
22,Yes,Travel_Rarely,835,Research & Development,25,2,Medical,1,7844,4,Male,73,3,5,Human Resources,2,Married,13976,3577,6,Y,Yes,16,4,4,80,3,23,0,3,1,8,12,1
47,Yes,Travel_Frequently,198,Human Resources,2,3,Other,1,7845,3,Female,30,2,3,Sales Executive,3,Single,19330,3736,2,Y,Yes,14,3,1,80,2,19,1,2,20,13,14,3
54,No,Travel_Rarely,298,Sales,2,3,Marketing,1,7846,1,Male,54,3,3,Sales Executive,4,Single,7488,26569,7,Y,No,25,3,3,80,2,2,6,1,18,15,10,4
27,No,Travel_Frequently,508,Research & Development,13,1,Technical Degree,1,7847,1,Female,50,1,2,Laboratory Technician,4,Divorced,12500,12618,3,Y,Yes,21,4,4,80,0,36,5,1,0,11,8,11
21,Yes,Travel_Rarely,509,Research & Development,22,3,Technical Degree,1,7848,2,Male,46,3,4,Sales Representative,1,Divorced,6142,14902,6,Y,Yes,13,4,2,80,2,39,2,4,28,6,15,11
21,No,Non-Travel,174,Research & Development,25,5,Marketing,1,7849,3,Female,70,3,2,Research Director,1,Married,6156,25846,2,Y,No,18,3,3,80,0,20,0,3,37,5,15,7
60,Yes,Travel_Rarely,971,Sales,29,5,Marketing,1,7850,3,Female,50,2,2,Manufacturing Director,3,Divorced,12395,22079,1,Y,No,24,4,4,80,2,17,2,2,0,8,7,10
35,No,Non-Travel,963,Sales,20,4,Marketing,1,7851,3,Female,87,3,3,Sales Representative,4,Married,17424,5753,7,Y,No,24,4,4,80,3,18,2,3,21,9,7,1
56,No,Travel_Frequently,280,Human Resources,1,3,Other,1,7852,3,Female,36,1,1,Manufacturing Director,3,Married,9441,3676,9,Y,Yes,14,3,2,80,0,18,1,1,29,18,1,9
